ROI_type,dice_coef,task,,,
mean,0.542643546,train,,,
mean,0.73994038,train,,,
mean,0.697307498,train,,,
mean,0.645108601,train,,,
mean,0.416569427,train,,,
mean,0.40627198,train,,,
mean,0.536668952,train,,,
mean,0.525451136,train,,,
mean,0.534801792,train,,,
mean,0.546348864,train,,,
mean,0.860059581,train,,,
mean,0.551374062,train,,,
mean,0.83033627,train,,,
mean,0.381084517,train,,,
mean,0.580641703,train,,,
mean,0.736110147,train,,,
mean,0.767226615,train,,,
mean,0.771308734,train,,,
mean,0.81942184,train,,,
mean,0.789427085,train,,,
mean,0.586904824,train,,,
mean,0.811973088,train,,,
mean,0.286172471,train,,,
mean,0.557414063,train,,,
mean,0.721747189,train,,,
mean,0.407756155,train,,,
mean,0.541193223,train,,,
mean,0.527073539,train,,,
mean,0.78169147,train,,,
mean,0.503740409,train,,,
mean,0.724562694,train,,,
mean,0.746786337,train,,,
mean,0.533578508,train,,,
mean,0.733514948,train,,,
mean,0.720993119,train,,,
mean,0.578037722,train,,,
mean,0.628493052,train,,,
mean,0.763249189,train,,,
mean,0.814598681,train,,,
mean,0.153224456,train,,,
mean,0.335156174,train,,,
mean,0.708038294,train,,,
mean,0.740287589,train,,,
mean,0.767184322,train,,,
mean,0.684665782,train,,,
mean,0.775656889,train,,,
mean,0.771904946,train,,,
mean,0.773758232,train,,,
mean,0.460257749,train,,,
mean,0.821806943,train,,,
mean,0.457116885,train,,,
mean,0.742924633,train,,,
mean,0.832338314,train,,,
mean,0.749740585,train,,,
mean,0.640816587,train,,,
mean,0.369441223,train,,,
mean,0.664257201,train,,,
mean,0.767042409,train,,,
mean,0.790370566,train,,,
mean,0.774695818,train,,,
mean,0.731465762,train,,,
mean,0.430420762,train,,,
mean,0.606604235,train,,,
mean,0.47694217,train,,,
mean,0.603919485,train,,,
mean,0.772159797,train,,,
mean,0.752485271,train,,,
mean,0.660646396,train,,,
mean,0.385460169,train,,,
mean,0.67256252,train,,,
mean,0.629905931,train,,,
mean,0.337858602,train,,,
mean,0.48220949,train,,,
mean,0.726951849,train,,,
mean,0.546626764,train,,,
mean,0.592755248,train,,,
mean,0.404798582,train,,,
mean,0.821538339,train,,,
mean,0.596941702,train,,,
mean,0.728823178,train,,,
mean,0.802162589,train,,,
mean,0.74627818,train,,,
mean,0.794282157,train,,,
mean,0.717427878,train,,,
mean,0.380008779,train,,,
mean,0.3987631,train,,,
mean,0.692545154,train,,,
mean,0.690341103,train,,,
mean,0.484471371,train,,,
mean,0.666552336,train,,,
mean,0.629692738,train,,,
mean,0.632088657,train,,,
mean,0.7906656,train,,,
mean,0.809233666,train,,,
mean,0.479060513,train,,,
mean,0.717691894,train,,,
